"observation","prediction"
61.55,133.536070497543
185.36,172.167066523178
276.81,141.957653121315
253.65,78.8635593120277
95.45,171.558226009003
267.14,97.4553162817523
257.05,106.851047306714
182.11,111.604037379477
358.49,149.700082894633
314.77,92.3983805267501
138.97,160.68862322678
213.31,218.644402889343
56.81,124.446467483017
131.93,179.109015592614
111.26,124.207584619781
138.85,138.597654822014
52.15,159.377839301816
137.97,110.861025898329
228.51,112.696087920061
77.2,106.104321028126
180.58,130.062499182778
214.55,77.0754240854431
177.07,164.249912094088
185.66,213.023357152482
66.67,156.458437669581
127.99,194.325904506135
132.52,173.117918987347
154.75,162.180448034924
32.1,203.525659564368
134.54,156.467089811157
36.69,157.26882242228
86.14,154.711951699252
171.74,151.627025167518
199.88,146.566487869186
101.82,193.671517289066
139.9,218.206966508658
75.52,155.768837626568
114.96,164.136018922152
182.92,163.775756376998
41.81,180.730523277049
105.6,157.505679492394
124.1,136.68976227495
308.93,129.017545877939
101.43,183.807100346868
132.31,194.072688624012
