"observation","prediction"
61.55,374.924104082515
276.81,245.598511197128
253.65,124.7418132934
95.45,372.826823936084
267.14,191.858088965046
257.05,235.742402274955
314.77,89.351231937108
138.97,177.660240602797
118.74,332.590933380527
213.31,225.091839756345
126.37,272.493385585556
56.81,184.457535650625
111.26,302.684834311382
138.85,282.449856089125
52.15,302.902026812644
137.97,239.694579522519
228.51,191.856122289172
214.55,159.743790137306
177.07,177.424401377698
95.73,236.800495835207
185.66,295.646493454566
85.9,287.401686811325
