"observation","prediction"
61.55,0.99999645402079
276.81,0.999995374532197
253.65,0.999998365728015
95.45,0.99999721825383
267.14,0.99999834455183
257.05,0.99999906336762
314.77,0.999993243212107
138.97,0.999992814661288
118.74,0.999998243569835
213.31,0.999994191194179
126.37,0.999998175022937
56.81,0.99999398354511
111.26,0.999997366094956
138.85,0.999998336509365
52.15,0.999996238218915
137.97,0.999998342889638
228.51,0.999996991203426
214.55,0.999993569746738
177.07,0.999992950078185
95.73,0.999998404093918
185.66,0.999995616283379
85.9,0.999997912861415
