"observation","prediction"
61.55,178.656692504883
276.81,178.656692504883
253.65,178.656692504883
257.05,178.656692504883
182.11,178.656692504883
358.49,178.656692504883
255.62,178.656692504883
314.77,178.656692504883
138.97,178.656692504883
118.74,178.656692504883
126.37,178.656692504883
236.18,178.656692504883
56.81,178.656692504883
111.26,178.656692504883
138.85,178.656692504883
228.51,178.656692504883
77.2,178.656692504883
180.58,178.656692504883
147.42,178.656692504883
214.55,178.656692504883
177.07,178.656692504883
95.73,178.656692504883
85.9,178.656692504883
142.82,178.656692504883
