"observation","prediction"
61.55,0.999995773224939
276.81,0.999996841711554
253.65,0.999999823983394
257.05,0.999999895213159
182.11,0.999999231017887
358.49,0.999997593132762
255.62,0.999999540345616
314.77,0.999996713121924
138.97,0.999983035432054
118.74,0.999998242599075
126.37,0.999998342382995
236.18,1
56.81,0.999972879192971
111.26,0.999988279878642
138.85,0.999998854256641
228.51,0.999998732673371
77.2,0.999996062627365
180.58,0.999997859193408
147.42,1
214.55,0.999999909858329
177.07,0.999974104044573
95.73,0.999996970376604
85.9,0.999997292378378
142.82,0.999999661621466
