"","eta","max_depth","gamma","colsample_bytree","min_child_weight","subsample","nrounds","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD"
"813",0.1,2,0,0.8,100,1,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"817",0.1,2,1,0.6,1,0.25,50,106.794203740704,0.079882215172706,76.7269394983741,26.3097105283334,0.0886508766868956,14.0518563349216
"821",0.1,2,1,0.6,1,1,50,105.021093382532,0.111366239717267,75.2048829305792,28.7810064520643,0.12652821923058,18.3238892424838
"825",0.1,2,1,0.6,10,0.25,50,103.967683128625,0.0366110524513163,74.5901280853377,25.7465243936524,0.0530328243190336,12.292794131677
"829",0.1,2,1,0.6,10,1,50,107.455993363743,0.0683001738597557,78.1001795936263,25.4005554448483,0.0697073704123473,15.3839556394689
"833",0.1,2,1,0.6,100,0.25,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"837",0.1,2,1,0.6,100,1,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"841",0.1,2,1,0.8,1,0.25,50,106.940350107402,0.0897077500192158,76.9699207924519,25.4571527834523,0.0977091410595438,14.276985468783
"845",0.1,2,1,0.8,1,1,50,105.744303882424,0.112484095145467,75.6248390850162,29.8189539639662,0.117237539865589,19.7157119114144
"849",0.1,2,1,0.8,10,0.25,50,104.984642255487,0.0339010800482231,74.1954479833358,25.3750531615562,0.057112561762538,11.2156248475256
"853",0.1,2,1,0.8,10,1,50,107.37161478165,0.0686992129806323,77.803797866635,25.0219114624399,0.0661367797574973,15.4303263441015
"857",0.1,2,1,0.8,100,0.25,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"861",0.1,2,1,0.8,100,1,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"865",0.1,2,10,0.6,1,0.25,50,106.992208741717,0.0796601819018832,75.8229076680954,25.3742176403446,0.0844526688256855,15.0898478828017
"869",0.1,2,10,0.6,1,1,50,105.222025850339,0.109575502423669,75.2309385653695,28.4983267912899,0.122999838361104,17.9907760587845
"873",0.1,2,10,0.6,10,0.25,50,104.313147697441,0.0368248911066195,74.3259444597179,26.2237016756789,0.0436896147686366,11.8729437902676
"877",0.1,2,10,0.6,10,1,50,107.699200601101,0.0698456188925332,78.42424794522,25.3522078164775,0.0659789972845123,15.2938538624106
"881",0.1,2,10,0.6,100,0.25,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"885",0.1,2,10,0.6,100,1,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"889",0.1,2,10,0.8,1,0.25,50,108.635456827742,0.0767915925031312,76.936661142869,24.9997847754774,0.0933560736759234,13.8613537147822
"893",0.1,2,10,0.8,1,1,50,107.148286000036,0.0978439613843685,76.8002216782006,28.3984008115144,0.108581273445815,18.6349718749695
"897",0.1,2,10,0.8,10,0.25,50,104.839503309123,0.0357270206081243,74.7260754112772,24.5902055459492,0.0397662013828066,11.472918437833
"901",0.1,2,10,0.8,10,1,50,107.192445657309,0.0689522746136147,77.679823669694,25.4790384764479,0.0695814926675974,15.8859477802436
"905",0.1,2,10,0.8,100,0.25,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"909",0.1,2,10,0.8,100,1,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"913",0.1,2,100,0.6,1,0.25,50,107.776640267921,0.076263116251503,77.0612171853084,24.0593783868825,0.0895294499934477,13.2064518921167
"917",0.1,2,100,0.6,1,1,50,105.24819654161,0.109985483576303,75.5594420644181,28.8670055166471,0.120785442301806,18.8220312427852
"921",0.1,2,100,0.6,10,0.25,50,105.44282530836,0.0417063235895726,74.9635173710847,25.3241697703044,0.0536277775146847,10.9003254253489
"925",0.1,2,100,0.6,10,1,50,107.691714606392,0.0650022484609714,78.4125037633787,24.853103681894,0.062021253073717,14.420064265526
"929",0.1,2,100,0.6,100,0.25,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"933",0.1,2,100,0.6,100,1,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"937",0.1,2,100,0.8,1,0.25,50,109.961610442413,0.0734417888282155,78.8669212167817,24.4449587503892,0.0878600126661603,13.8811927174727
"941",0.1,2,100,0.8,1,1,50,106.207133236754,0.106471475789229,76.2195090645936,29.2602848185663,0.10630092788626,18.7854106389284
"945",0.1,2,100,0.8,10,0.25,50,104.375776984017,0.0367555272827941,74.0645035649714,25.1912102703954,0.0395637015944309,11.6451099781907
"949",0.1,2,100,0.8,10,1,50,108.153880468878,0.0669533852707806,78.4407901233955,25.5204279523125,0.0655360797065952,15.6332340766837
"953",0.1,2,100,0.8,100,0.25,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"957",0.1,2,100,0.8,100,1,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"1537",0.3,2,0,0.6,1,0.25,50,114.826077302493,0.0881860470984543,83.373290629266,28.2260479851006,0.109110388190701,20.0367774478201
"1541",0.3,2,0,0.6,1,1,50,111.272806788888,0.100666990631504,79.3430802486075,26.394652082215,0.109270635996674,17.1233704703627
"1545",0.3,2,0,0.6,10,0.25,50,109.704559801296,0.0304877126166223,80.1885887391074,23.6321739646736,0.038050629993565,11.122286266326
"1549",0.3,2,0,0.6,10,1,50,113.233026117835,0.0677708372857804,83.6486208162271,24.0942278896872,0.0663995548988197,16.3212818126639
"1553",0.3,2,0,0.6,100,0.25,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"1557",0.3,2,0,0.6,100,1,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"1561",0.3,2,0,0.8,1,0.25,50,116.368331669092,0.0758663426143754,85.6780699770741,22.6652350337209,0.0828591283178351,15.993798604617
"1565",0.3,2,0,0.8,1,1,50,111.425531101751,0.0996089758237581,79.6110566618079,28.6766390714212,0.122459250857639,19.0857581387066
"1569",0.3,2,0,0.8,10,0.25,50,107.215773203109,0.0367503264019499,77.3807418418574,25.4548597172232,0.0363539086326417,12.4294491647713
"1573",0.3,2,0,0.8,10,1,50,111.787019442585,0.0742219396547372,82.1289748324685,25.4220804905374,0.072295503198644,17.1302617134882
"1577",0.3,2,0,0.8,100,0.25,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"1581",0.3,2,0,0.8,100,1,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"1585",0.3,2,1,0.6,1,0.25,50,116.404639855154,0.0647717812005688,83.1385348766255,25.3242749265317,0.0785845404906112,14.9332745313209
"1589",0.3,2,1,0.6,1,1,50,109.746258192609,0.12028066813855,78.3636265598295,28.0734055361548,0.137984828942343,18.2574591068773
"1593",0.3,2,1,0.6,10,0.25,50,108.01967337678,0.0473949306463872,78.7114558289895,23.8246456266663,0.0420991030161282,12.1977309648346
"1597",0.3,2,1,0.6,10,1,50,112.590678458923,0.0736647481779991,82.7440518279033,25.0059088784982,0.0769920594597918,16.0478444248902
"1601",0.3,2,1,0.6,100,0.25,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"1605",0.3,2,1,0.6,100,1,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"1609",0.3,2,1,0.8,1,0.25,50,120.548814140375,0.0746902438771537,87.7604854775268,23.5957329294144,0.0584441586997327,16.8579334430064
"1613",0.3,2,1,0.8,1,1,50,110.451532662578,0.104815873192831,78.5004164418529,29.3900076741063,0.109205511261262,20.5529132701318
"1617",0.3,2,1,0.8,10,0.25,50,107.617297446432,0.0544434670229506,78.6043068823306,23.8976382461986,0.0661733310481315,10.8519201762997
"1621",0.3,2,1,0.8,10,1,50,111.23584951925,0.0828359919442783,81.2177594669202,24.1006983695169,0.0846328029222628,16.5483520308116
"1625",0.3,2,1,0.8,100,0.25,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"1629",0.3,2,1,0.8,100,1,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"1633",0.3,2,10,0.6,1,0.25,50,115.204760448002,0.090378463647143,82.9372577109468,25.8752870231696,0.0940934131789337,17.2890698793215
"1637",0.3,2,10,0.6,1,1,50,109.092370583944,0.113129685616653,79.1683305250408,28.7655528331796,0.129454872107948,18.8763061110976
"1641",0.3,2,10,0.6,10,0.25,50,107.863342271468,0.0484009112666901,78.170151782806,25.3451098667841,0.0840246290868811,11.6541001722874
"1645",0.3,2,10,0.6,10,1,50,111.837996921899,0.0735935052003308,82.2600478593417,23.5010028028549,0.0818600385242851,15.3152374160424
"1649",0.3,2,10,0.6,100,0.25,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"1653",0.3,2,10,0.6,100,1,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"1657",0.3,2,10,0.8,1,0.25,50,116.287191870107,0.079937721619178,83.8999373963838,26.782832956838,0.10485115846945,15.4004198218421
"1661",0.3,2,10,0.8,1,1,50,109.797300598386,0.105885755012613,78.7389195120234,29.7254920190816,0.108825109392354,20.2470979802471
"1665",0.3,2,10,0.8,10,0.25,50,106.788325334792,0.0407716222025703,76.5026048202343,24.0272680579303,0.0495568304615598,11.5146230004045
"1669",0.3,2,10,0.8,10,1,50,112.20039078509,0.0776224766876921,82.3397289128914,23.8789351686278,0.074700138221968,15.4636820156934
"1673",0.3,2,10,0.8,100,0.25,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"1677",0.3,2,10,0.8,100,1,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"1681",0.3,2,100,0.6,1,0.25,50,118.023008654147,0.104131983357127,87.2039058318815,25.5984865492418,0.131696156787287,16.6375056367899
"1685",0.3,2,100,0.6,1,1,50,108.279552224519,0.112213392881779,78.5398916481313,27.4640993228678,0.1237614713164,18.208001711587
"1689",0.3,2,100,0.6,10,0.25,50,106.684588156088,0.0579379403332128,77.5458914679319,24.0792108369178,0.0588485714851145,11.3795395678259
"1693",0.3,2,100,0.6,10,1,50,113.128370182777,0.073036363081762,82.6858726007382,23.9272445519365,0.0753236091463652,15.6873030158522
"1697",0.3,2,100,0.6,100,0.25,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"1701",0.3,2,100,0.6,100,1,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"1705",0.3,2,100,0.8,1,0.25,50,117.271866431493,0.0874673917489012,85.650137750408,26.7046949792842,0.117575388977754,16.1259147719908
"1709",0.3,2,100,0.8,1,1,50,109.555383552214,0.114915818514429,78.6352630615093,28.0593288062846,0.128558853927688,18.5196761906317
"1713",0.3,2,100,0.8,10,0.25,50,107.375221847523,0.0365163409061537,78.1001547567275,23.3661800783733,0.0478375048762027,11.6422123808183
"1717",0.3,2,100,0.8,10,1,50,112.481424155412,0.0707029265702046,82.3716726021491,24.9032815206916,0.0646252917167054,16.2786017678889
"1721",0.3,2,100,0.8,100,0.25,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"1725",0.3,2,100,0.8,100,1,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"2305",0.4,2,0,0.6,1,0.25,50,121.204847202419,0.0860484186762985,90.8523768143492,25.3164887509303,0.111545569669218,16.9905730053126
"2309",0.4,2,0,0.6,1,1,50,109.995071934965,0.104031368428501,78.6250638253744,27.6032192089301,0.128326897185843,18.1002862977241
"2313",0.4,2,0,0.6,10,0.25,50,109.936405502654,0.0412355960197678,80.5615481795464,22.5364365785285,0.0417790823195301,13.1212458682667
"2317",0.4,2,0,0.6,10,1,50,113.026780655411,0.0792993691310347,82.5420666523995,24.4998255923231,0.0791905731655274,15.9842784145409
"2321",0.4,2,0,0.6,100,0.25,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"2325",0.4,2,0,0.6,100,1,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"2329",0.4,2,0,0.8,1,0.25,50,121.634247411837,0.0728056435621324,89.1286431540613,22.763103124136,0.0839120968155963,16.0501098326597
"2333",0.4,2,0,0.8,1,1,50,113.523255182719,0.0928596391017884,82.0544590408032,30.0875305295679,0.0986017068550711,20.8443874813613
"2337",0.4,2,0,0.8,10,0.25,50,109.911837379475,0.0341976555229025,80.1885485037361,24.0921069439033,0.030728830820221,12.6752044878045
"2341",0.4,2,0,0.8,10,1,50,113.560021284989,0.0757806289157161,83.5595896547976,23.6257062153665,0.0733900020951425,15.913609066415
"2345",0.4,2,0,0.8,100,0.25,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"2349",0.4,2,0,0.8,100,1,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"2353",0.4,2,1,0.6,1,0.25,50,121.347838398963,0.0732426511734607,87.5341435052023,24.329860294956,0.0843154922711797,16.5522176687791
"2357",0.4,2,1,0.6,1,1,50,110.515969371501,0.100091585453073,79.0781843981695,26.6594570610289,0.13113345460541,17.0751831411294
"2361",0.4,2,1,0.6,10,0.25,50,109.462131569479,0.0410534844957603,79.6375295510442,21.6994860524202,0.0419994226537913,9.5157418395575
"2365",0.4,2,1,0.6,10,1,50,114.082905469833,0.0679053792876179,83.9030894684306,24.3881893793719,0.0699892381160707,16.1388612034298
"2369",0.4,2,1,0.6,100,0.25,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"2373",0.4,2,1,0.6,100,1,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"2377",0.4,2,1,0.8,1,0.25,50,122.605473809768,0.0687659318928117,89.6278275297699,27.2273719917171,0.0816075066979742,17.9056198858523
"2381",0.4,2,1,0.8,1,1,50,111.211289113545,0.0977036165780598,79.5517788292598,29.0364906980021,0.108016308627048,20.032277624019
"2385",0.4,2,1,0.8,10,0.25,50,110.362957196784,0.0361828484851838,80.0650528248074,25.2086434208653,0.0481908547085004,13.2592023568243
"2389",0.4,2,1,0.8,10,1,50,113.957767206904,0.0703801789417841,83.1955784630069,24.3483204405284,0.068182403190666,15.5659782106358
"2393",0.4,2,1,0.8,100,0.25,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"2397",0.4,2,1,0.8,100,1,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"2401",0.4,2,10,0.6,1,0.25,50,125.405624747092,0.0714629953828455,92.0404893216802,24.3269199808138,0.09390466845538,16.1976737382753
"2405",0.4,2,10,0.6,1,1,50,112.891129136861,0.0990807409347841,80.8023628964539,27.9429691974197,0.105412584968238,18.5522698491476
"2409",0.4,2,10,0.6,10,0.25,50,108.01570367849,0.0311706720873692,77.9682348506578,23.5957991814782,0.0312009331618007,11.2474471773015
"2413",0.4,2,10,0.6,10,1,50,112.985267676411,0.0702512140472424,82.6265408403834,24.4665027833593,0.0789431477257714,15.7731231312828
"2417",0.4,2,10,0.6,100,0.25,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"2421",0.4,2,10,0.6,100,1,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"2425",0.4,2,10,0.8,1,0.25,50,122.812943010005,0.0631413440393221,88.924992213021,21.8295710660058,0.0677515282346868,13.8667371575324
"2429",0.4,2,10,0.8,1,1,50,110.854216056094,0.0965068315785378,80.3690027619553,27.7125321266423,0.0973418999217091,18.6725022695108
"2433",0.4,2,10,0.8,10,0.25,50,111.8635603443,0.0401815934288309,80.5117313364341,22.9843046564865,0.0432270106335473,12.2295979158193
"2437",0.4,2,10,0.8,10,1,50,114.103274735526,0.0776345723350756,84.058446711406,24.2802776511448,0.0830128295950456,16.0491655297934
"2441",0.4,2,10,0.8,100,0.25,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"2445",0.4,2,10,0.8,100,1,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"2449",0.4,2,100,0.6,1,0.25,50,123.017786715798,0.0788800271534719,89.8246717289947,24.7029009291858,0.116886251254737,18.886192576993
"2453",0.4,2,100,0.6,1,1,50,108.594011918422,0.105106312468039,78.3382834537612,28.9372546210102,0.110141206583085,19.9367276914433
"2457",0.4,2,100,0.6,10,0.25,50,107.996245542288,0.0268526836463865,77.9693762472203,23.9727087087166,0.0310396575957952,12.3919529148777
"2461",0.4,2,100,0.6,10,1,50,113.764811493135,0.0748789435561005,83.2403479531532,25.0523026950886,0.0701906553911365,16.5485712824751
"2465",0.4,2,100,0.6,100,0.25,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"2469",0.4,2,100,0.6,100,1,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"2473",0.4,2,100,0.8,1,0.25,50,121.297642836669,0.0898172338332609,90.3919873140292,26.6616296535566,0.0832801229883696,18.1184820321964
"2477",0.4,2,100,0.8,1,1,50,111.483674251714,0.091688891699303,80.5237052323293,28.6538367978119,0.112806257338571,20.0117417907688
"2481",0.4,2,100,0.8,10,0.25,50,109.063656570351,0.0285592725037987,79.2100458477254,24.3378595130953,0.0324469485242536,13.9813851661543
"2485",0.4,2,100,0.8,10,1,50,113.194096693714,0.0779912823816405,83.2009458705303,23.7563535532525,0.0831019075755503,15.3473436553923
"2489",0.4,2,100,0.8,100,0.25,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"2493",0.4,2,100,0.8,100,1,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"193",0.05,4,0,0.6,1,0.25,50,105.006787896446,0.0855516103168723,70.517346166838,27.9922068985787,0.0982765854176691,14.6958316515339
"197",0.05,4,0,0.6,1,1,50,103.74677354863,0.118456147897625,70.8492770603335,30.4384526692259,0.123548220191658,19.2524544768465
"201",0.05,4,0,0.6,10,0.25,50,104.563552857525,0.0540521198734906,70.6614674681531,29.0909693128668,0.0675733702901256,12.7149307617824
"205",0.05,4,0,0.6,10,1,50,105.756180837129,0.0632050519494388,73.5535745695576,27.2138199064421,0.06742038810378,15.9382557618311
"209",0.05,4,0,0.6,100,0.25,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"213",0.05,4,0,0.6,100,1,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"217",0.05,4,0,0.8,1,0.25,50,105.103408203424,0.0948220343498204,70.7417516854497,28.6745640808699,0.107066991786842,14.7876806326086
"221",0.05,4,0,0.8,1,1,50,106.317135611175,0.112835043812959,72.3165332897303,31.2097417637298,0.117842404504899,20.7124543965867
"225",0.05,4,0,0.8,10,0.25,50,104.694158055828,0.0429023556023302,71.183787689666,29.1028230045497,0.0694475038369697,12.6536424589407
"229",0.05,4,0,0.8,10,1,50,106.072002069763,0.0667479484193828,73.9138759161064,27.0109235702843,0.0645469794417161,16.27004757934
"233",0.05,4,0,0.8,100,0.25,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"237",0.05,4,0,0.8,100,1,50,186.070944848626,NA,155.889814096658,27.0369917909298,NA,16.4051184879992
"241",0.05,4,1,0.6,1,0.25,50,105.806186730938,0.0737407574142075,70.1905865681754,28.5425501155116,0.0740271556998044,14.5607035781489
"245",0.05,4,1,0.6,1,1,50,104.89188512553,0.106123468243817,70.8540619849964,29.7672178427563,0.128242554767065,18.6267315306686
"249",0.05,4,1,0.6,10,0.25,50,104.847204178787,0.049211023267299,71.0442621797008,28.6229802644439,0.0655495900772429,12.5627763798357
