"","eta","max_depth","gamma","colsample_bytree","min_child_weight","subsample","nrounds","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD"
"157",0.05,2,100,0.6,10,1,50,111.842486233922,0.0363365583920125,77.3136937305078,19.6240920890909,0.0415017990385619,11.4338450710275
"161",0.05,2,100,0.6,100,0.25,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"165",0.05,2,100,0.6,100,1,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"169",0.05,2,100,0.8,1,0.25,50,110.294898391553,0.0355561164956642,75.8138301190881,21.0340257248839,0.0466209773740307,12.5140378731524
"173",0.05,2,100,0.8,1,1,50,116.383644695818,0.0268190961171971,80.3591780072775,17.3784135821706,0.0293666311597844,11.4997572633658
"177",0.05,2,100,0.8,10,0.25,50,106.911468832117,0.0256823295007182,72.2496470443043,21.7704043554083,0.0263115873420229,10.9904297845196
"181",0.05,2,100,0.8,10,1,50,112.050122272486,0.0313308533209435,77.4977767979902,19.5585346964397,0.0410160009657125,11.6701291231775
"185",0.05,2,100,0.8,100,0.25,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"189",0.05,2,100,0.8,100,1,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"769",0.1,2,0,0.6,1,0.25,50,114.212801600857,0.043692432835332,80.5784698864259,16.0825075516053,0.049485636520641,8.23543048626817
"773",0.1,2,0,0.6,1,1,50,118.848826207481,0.0300967034931145,83.6821211635386,14.9937912127754,0.0408973802765208,9.93868614374307
"777",0.1,2,0,0.6,10,0.25,50,107.941580685985,0.0285255394091135,76.8883870711143,17.7771285887769,0.0428323676703515,9.61773265914004
"781",0.1,2,0,0.6,10,1,50,115.549164350523,0.0342604691415589,82.0022177065632,16.0637112452553,0.0447977834386634,10.2519665573475
"785",0.1,2,0,0.6,100,0.25,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"789",0.1,2,0,0.6,100,1,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"793",0.1,2,0,0.8,1,0.25,50,115.256074655425,0.0444990333179976,81.9034142896654,14.8454968916932,0.0513460705157594,9.08265586787031
"797",0.1,2,0,0.8,1,1,50,122.042891656856,0.0238300562187791,86.6171304647145,14.7841408968877,0.0297836211682875,10.3035729076215
"801",0.1,2,0,0.8,10,0.25,50,108.429949470218,0.0281864260214456,77.133008999863,17.991997344284,0.037147601622096,9.61986134958042
"805",0.1,2,0,0.8,10,1,50,116.127117700356,0.0308738965327007,82.8639947526875,16.4032393674249,0.0372983243967749,10.1292392563603
"809",0.1,2,0,0.8,100,0.25,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"813",0.1,2,0,0.8,100,1,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"817",0.1,2,1,0.6,1,0.25,50,117.459495517098,0.0371414974285738,83.7532978580281,15.1621908948918,0.0466747203947733,7.97314709558853
"821",0.1,2,1,0.6,1,1,50,119.478612020733,0.0291701961927148,84.4744887394198,14.5777672473011,0.0416599023411679,10.5161804142419
"825",0.1,2,1,0.6,10,0.25,50,106.994504612278,0.0369309597029519,75.3182320774829,18.6633141497014,0.0515009072992335,8.80710438855728
"829",0.1,2,1,0.6,10,1,50,116.172522089061,0.0315294007639965,82.8722454779566,15.6978441595089,0.0352562276313176,9.68318258939185
"833",0.1,2,1,0.6,100,0.25,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"837",0.1,2,1,0.6,100,1,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"841",0.1,2,1,0.8,1,0.25,50,114.363753225233,0.0374538553678957,81.3619783787305,15.7614775393724,0.0446768477756349,9.53530825614337
"845",0.1,2,1,0.8,1,1,50,121.265294383557,0.0197082147343857,85.4074433199395,14.5850333893535,0.0270286156920353,9.50139720528297
"849",0.1,2,1,0.8,10,0.25,50,107.546226123333,0.0208168264542012,76.1182471537435,18.6728713541794,0.03316606174741,9.42019113380819
"853",0.1,2,1,0.8,10,1,50,116.486201739116,0.0301587979141794,83.0910027251091,16.5390904078373,0.0320513133804182,10.5553395709993
"857",0.1,2,1,0.8,100,0.25,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"861",0.1,2,1,0.8,100,1,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"865",0.1,2,10,0.6,1,0.25,50,113.544519491377,0.0457322007916845,81.8098263696396,15.914355032664,0.0588535789531971,9.40761458826247
"869",0.1,2,10,0.6,1,1,50,119.765016949587,0.0242137735453592,84.8664434431143,14.2925962641989,0.030534342117245,9.95970922438841
"873",0.1,2,10,0.6,10,0.25,50,107.725490755812,0.0338465205009807,76.2410052958776,18.3366069160434,0.0368986931030004,10.129102494735
"877",0.1,2,10,0.6,10,1,50,115.969400578528,0.0390967228339927,82.8248459598426,17.051128770037,0.0375509251060342,10.388334477814
"881",0.1,2,10,0.6,100,0.25,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"885",0.1,2,10,0.6,100,1,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"889",0.1,2,10,0.8,1,0.25,50,116.509825877161,0.0447867711859536,82.8793424874519,15.0147747590021,0.0365436309158544,10.9806868501488
"893",0.1,2,10,0.8,1,1,50,121.147240709696,0.0227122678887761,85.242452699442,15.2102541326473,0.0246607911785395,9.62312818918847
"897",0.1,2,10,0.8,10,0.25,50,107.818216499528,0.0249156259243497,76.472730327679,17.7811591061236,0.0323192294063914,9.70751694019118
"901",0.1,2,10,0.8,10,1,50,116.509205734437,0.0318551852401286,83.278955370203,16.3575968092007,0.0422733814477657,10.2833617822331
"905",0.1,2,10,0.8,100,0.25,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"909",0.1,2,10,0.8,100,1,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"913",0.1,2,100,0.6,1,0.25,50,113.748721925669,0.0386531358233204,81.1539066927149,16.911346825965,0.0516090747314315,9.57230202324905
"917",0.1,2,100,0.6,1,1,50,118.721466199618,0.0283459663165165,84.2850658558657,14.4192364016046,0.0346695174600177,10.3515575183622
"921",0.1,2,100,0.6,10,0.25,50,107.396361069318,0.0206165519918361,75.8301146954663,18.9045911975081,0.0243538774470728,8.5262481879029
"925",0.1,2,100,0.6,10,1,50,115.641916658217,0.035054117139325,82.4225695816349,16.8536311347164,0.0386064684245041,10.4678362985721
"929",0.1,2,100,0.6,100,0.25,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"933",0.1,2,100,0.6,100,1,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"937",0.1,2,100,0.8,1,0.25,50,117.592349716642,0.0366735890978182,83.8888052402968,16.6462526944698,0.0300800067539187,10.7018131162261
"941",0.1,2,100,0.8,1,1,50,120.99389089183,0.0218909352105935,85.3389613121329,14.493810024921,0.0289864648217723,9.69831060205115
"945",0.1,2,100,0.8,10,0.25,50,107.301493017276,0.027364620888273,76.0258273154755,19.1313927848711,0.0373451425096105,10.115282790458
"949",0.1,2,100,0.8,10,1,50,115.911433810657,0.0358910103142619,82.6383768247305,17.0078866309304,0.041921341321145,11.0942820211923
"953",0.1,2,100,0.8,100,0.25,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"957",0.1,2,100,0.8,100,1,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"1537",0.3,2,0,0.6,1,0.25,50,124.791940457168,0.0514343235982794,91.5816918808355,16.6373227265497,0.0639081848168091,10.8826972612583
"1541",0.3,2,0,0.6,1,1,50,124.634844495052,0.0293605650782507,89.7587900230797,14.7186395067619,0.0440620018379586,11.4647902262454
"1545",0.3,2,0,0.6,10,0.25,50,110.565123728343,0.0391602810402961,78.5873400754545,18.0887923391516,0.0421418506958096,11.1887599259338
"1549",0.3,2,0,0.6,10,1,50,122.906381370172,0.031983683797011,89.0331413680361,15.6172788712666,0.0429526054824764,10.1184295529921
"1553",0.3,2,0,0.6,100,0.25,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"1557",0.3,2,0,0.6,100,1,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"1561",0.3,2,0,0.8,1,0.25,50,133.409864521258,0.0346553983501804,98.3436623776824,19.3124936377862,0.0395570500865718,15.6055472858099
"1565",0.3,2,0,0.8,1,1,50,127.714824029275,0.0269748742272289,90.4583146088992,16.5956577715265,0.0357480383694937,11.1404715890037
"1569",0.3,2,0,0.8,10,0.25,50,111.16927658553,0.0317271509510867,79.0015000269611,17.2974693386577,0.0301269030545049,10.2810435816376
"1573",0.3,2,0,0.8,10,1,50,124.091999134524,0.0300710283566556,90.5614872054888,14.7608215935605,0.0361794089220238,9.38595869833587
"1577",0.3,2,0,0.8,100,0.25,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"1581",0.3,2,0,0.8,100,1,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"1585",0.3,2,1,0.6,1,0.25,50,126.418827614701,0.0331782041519652,90.6910435542282,16.8924222788473,0.0471769635157347,10.1064966218644
"1589",0.3,2,1,0.6,1,1,50,126.753980741778,0.0205777101115326,90.5952899138494,14.5236041591144,0.0315647733556791,9.93222976069752
"1593",0.3,2,1,0.6,10,0.25,50,111.173911598584,0.0359402141025913,79.9800685774097,18.3547904010855,0.066367824729792,11.5349228130728
"1597",0.3,2,1,0.6,10,1,50,124.372952081885,0.0333559494667143,90.5757367455086,15.9043069853292,0.0346574030817476,11.4097803175678
"1601",0.3,2,1,0.6,100,0.25,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"1605",0.3,2,1,0.6,100,1,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"1609",0.3,2,1,0.8,1,0.25,50,130.869281367294,0.030510672642629,97.8860349544933,15.0701896181689,0.0258346516914717,12.7134701954012
"1613",0.3,2,1,0.8,1,1,50,128.562361554434,0.0208986689965061,91.3661774132307,15.5882069502313,0.0259937313641534,10.3699740051406
"1617",0.3,2,1,0.8,10,0.25,50,109.437449458216,0.0395819303119444,77.4847761730308,17.0092880876515,0.0694922984674343,9.67333420675123
"1621",0.3,2,1,0.8,10,1,50,124.462020819214,0.0368508956174057,90.5163842834244,14.2001378298621,0.0486412524903513,9.96404814935385
"1625",0.3,2,1,0.8,100,0.25,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"1629",0.3,2,1,0.8,100,1,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"1633",0.3,2,10,0.6,1,0.25,50,129.733145098598,0.0271014300447688,94.0621552923944,16.3909512232497,0.025644925256679,10.7843675569424
"1637",0.3,2,10,0.6,1,1,50,127.135370711796,0.0237024063543713,90.3236426782282,13.5642807637535,0.0385581705922213,9.48665010076685
"1641",0.3,2,10,0.6,10,0.25,50,109.755107821868,0.0509610318720063,78.0692690741745,17.8758248326055,0.0610248885000402,11.0875404475386
"1645",0.3,2,10,0.6,10,1,50,123.863014651957,0.0322645619197168,89.9384321829708,16.6406757986257,0.0387714581960794,10.75142768071
"1649",0.3,2,10,0.6,100,0.25,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"1653",0.3,2,10,0.6,100,1,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"1657",0.3,2,10,0.8,1,0.25,50,128.382408333086,0.0359852981903005,93.5182419717035,14.0423662410316,0.0399167590118187,11.3077124637582
"1661",0.3,2,10,0.8,1,1,50,127.620095211205,0.0156523864857468,91.1325579398239,14.705560709323,0.0240705840185942,10.8169267123173
"1665",0.3,2,10,0.8,10,0.25,50,110.654272832013,0.0259780509417741,78.4096833638434,19.3717570203861,0.0444039211337775,11.0186337557111
"1669",0.3,2,10,0.8,10,1,50,123.157788869173,0.0312536773278576,90.131205766856,13.7672320706274,0.0321571513485547,9.54231433754595
"1673",0.3,2,10,0.8,100,0.25,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"1677",0.3,2,10,0.8,100,1,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"1681",0.3,2,100,0.6,1,0.25,50,128.089648920444,0.0444019253308343,93.9384447014006,19.516228217862,0.0493077640462973,13.8047047043841
"1685",0.3,2,100,0.6,1,1,50,125.168257706646,0.0274142402293986,90.4642687284541,15.5188796704567,0.0346533789472831,10.9533443360781
"1689",0.3,2,100,0.6,10,0.25,50,110.07170941844,0.0246731127659324,78.5208566388986,17.4756886320461,0.039193969984051,10.4319154990955
"1693",0.3,2,100,0.6,10,1,50,123.491286760902,0.0318475643346813,89.4243792402665,15.2433239043485,0.0328522083730875,10.5980772137248
"1697",0.3,2,100,0.6,100,0.25,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"1701",0.3,2,100,0.6,100,1,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"1705",0.3,2,100,0.8,1,0.25,50,128.21642981772,0.0296709646432874,94.3058877110591,16.9020662798217,0.0366598971747114,12.66817199467
"1709",0.3,2,100,0.8,1,1,50,129.018865487869,0.0266558420291065,91.8181845975022,16.0935111847566,0.0331621084281557,11.0222909499897
"1713",0.3,2,100,0.8,10,0.25,50,111.190991261596,0.0291832945479933,79.3108084250701,16.9256652441704,0.0445397754032313,10.7825921516269
"1717",0.3,2,100,0.8,10,1,50,124.475847254345,0.0309517162952081,90.5675352594863,14.4050623289471,0.0397486614178203,10.0554040262663
"1721",0.3,2,100,0.8,100,0.25,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"1725",0.3,2,100,0.8,100,1,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"2305",0.4,2,0,0.6,1,0.25,50,132.694857533309,0.0367575745296854,97.1187273665232,17.5000138978138,0.0403919352383653,13.7232730971127
"2309",0.4,2,0,0.6,1,1,50,128.07015387649,0.023452503897339,91.8804254871499,17.4660231371163,0.0300854908473083,11.2132020333388
"2313",0.4,2,0,0.6,10,0.25,50,111.238991388212,0.0399614645763501,80.2928852240871,18.6960277740278,0.0486395920996383,11.6239051487905
"2317",0.4,2,0,0.6,10,1,50,125.373119789911,0.0394920482571218,91.0873160616201,14.4525104532213,0.0546059587661183,10.6749930633475
"2321",0.4,2,0,0.6,100,0.25,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"2325",0.4,2,0,0.6,100,1,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"2329",0.4,2,0,0.8,1,0.25,50,137.232871055332,0.0433528808290643,103.272001593134,17.7100483818745,0.0473046314934329,13.160518480809
"2333",0.4,2,0,0.8,1,1,50,130.009833630184,0.0229523873085545,93.7614549632255,14.2520977708643,0.0338365821487228,10.1976538818995
"2337",0.4,2,0,0.8,10,0.25,50,111.02733163958,0.0511882403149075,80.0391054148284,18.228195951764,0.0602597900566392,9.6905101511555
"2341",0.4,2,0,0.8,10,1,50,125.155211670937,0.0330538211180841,91.861628693614,14.1464114922223,0.0386291464865005,10.1208294174754
"2345",0.4,2,0,0.8,100,0.25,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"2349",0.4,2,0,0.8,100,1,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"2353",0.4,2,1,0.6,1,0.25,50,132.272770636585,0.0488560626718528,96.635843980616,20.7299251139658,0.0781677965206682,14.3036261768731
"2357",0.4,2,1,0.6,1,1,50,126.307358620546,0.0261235345335404,90.6929754566562,16.5877620394902,0.0393151336830703,11.4758979138843
"2361",0.4,2,1,0.6,10,0.25,50,110.732081104056,0.0252497666818052,78.6401721551399,17.8341243301334,0.0288137046945221,10.1230278123054
"2365",0.4,2,1,0.6,10,1,50,125.945835119698,0.0305443423436432,91.8076850589633,13.5210025581311,0.0417458127645103,8.85401338508169
"2369",0.4,2,1,0.6,100,0.25,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"2373",0.4,2,1,0.6,100,1,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"2377",0.4,2,1,0.8,1,0.25,50,132.259103002425,0.0328440795696579,98.5458113527114,16.6343779784528,0.0421790953622121,12.9855641264722
"2381",0.4,2,1,0.8,1,1,50,125.10448219574,0.0207249858998184,90.2594576212495,13.0446140937952,0.0258655643183492,9.40096972534701
"2385",0.4,2,1,0.8,10,0.25,50,111.770793679762,0.0453772088195404,81.6703409784597,18.3193675917171,0.074877133859419,11.0464778093704
"2389",0.4,2,1,0.8,10,1,50,125.740964400906,0.0261751045463716,92.329658694263,12.9228092603633,0.035129562954426,8.56158506293118
"2393",0.4,2,1,0.8,100,0.25,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"2397",0.4,2,1,0.8,100,1,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"2401",0.4,2,10,0.6,1,0.25,50,133.897811907965,0.037391696695422,99.4141524520951,19.6560751351973,0.0501503026128892,15.4260418231348
"2405",0.4,2,10,0.6,1,1,50,125.340932030212,0.0299436050170333,89.7148313255442,14.9994239489213,0.0398586471100728,10.1952262962103
"2409",0.4,2,10,0.6,10,0.25,50,112.873155069567,0.0416751885964622,80.7877525783876,18.24890739941,0.0530088934306133,10.0401553614039
"2413",0.4,2,10,0.6,10,1,50,125.279409622808,0.0300613811911656,91.5382130665429,15.712146747597,0.0331945732713897,11.5891380645039
"2417",0.4,2,10,0.6,100,0.25,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"2421",0.4,2,10,0.6,100,1,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"2425",0.4,2,10,0.8,1,0.25,50,137.63900861022,0.0266620665305326,103.100032026455,14.3328986839825,0.0294275438181244,10.5745150571978
"2429",0.4,2,10,0.8,1,1,50,129.170566669762,0.0241267342473611,93.1631105270435,14.5182044458467,0.0310601545919942,10.2477788089514
"2433",0.4,2,10,0.8,10,0.25,50,113.790453864904,0.0398278597336529,81.7157519272628,16.2367684117445,0.0526772571889812,9.32155324004183
"2437",0.4,2,10,0.8,10,1,50,126.540395542125,0.0300519635003409,92.2127162205677,15.8120432122349,0.0419747690235885,10.4092030313715
"2441",0.4,2,10,0.8,100,0.25,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"2445",0.4,2,10,0.8,100,1,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"2449",0.4,2,100,0.6,1,0.25,50,133.802589554521,0.049087349326906,100.692196341557,17.4585910267509,0.0554736730337694,14.4187778399023
"2453",0.4,2,100,0.6,1,1,50,125.452701919542,0.0331037406781747,90.2080294938347,15.9120742659763,0.0555594960143483,10.9253421416303
"2457",0.4,2,100,0.6,10,0.25,50,112.439851740656,0.0272921233181569,81.6931555815764,15.1327754917719,0.0299090829456306,9.8171405993343
"2461",0.4,2,100,0.6,10,1,50,128.09764093927,0.0248523731789493,94.6947895816836,13.7277939548148,0.0286145389037316,10.3175083672539
"2465",0.4,2,100,0.6,100,0.25,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"2469",0.4,2,100,0.6,100,1,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"2473",0.4,2,100,0.8,1,0.25,50,134.672821218654,0.0341289066827919,100.791617866968,16.8862248363656,0.0349035075730173,12.8026499310598
"2477",0.4,2,100,0.8,1,1,50,127.765792300002,0.0269547160078063,90.7597701089261,15.8450421699947,0.0368768831894322,11.068828457158
"2481",0.4,2,100,0.8,10,0.25,50,114.457885465459,0.0336521831827892,82.2743195353057,16.774346343535,0.0467873378284333,13.1239364457655
"2485",0.4,2,100,0.8,10,1,50,125.245047623617,0.0339514356915228,91.7423836232982,15.9401757647003,0.0352390779834196,10.058869430979
"2489",0.4,2,100,0.8,100,0.25,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"2493",0.4,2,100,0.8,100,1,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"193",0.05,4,0,0.6,1,0.25,50,109.378812052721,0.0442859043468074,74.3100567690216,21.9726395652232,0.0488250960730259,12.4926970383874
"197",0.05,4,0,0.6,1,1,50,115.221307011768,0.0289961404677753,80.4774723411473,17.5323927486487,0.0319878662907354,10.8553790846296
"201",0.05,4,0,0.6,10,0.25,50,107.342633355194,0.0336931183660089,72.9543284781095,21.4312653229751,0.0455882029540247,11.1077827729355
"205",0.05,4,0,0.6,10,1,50,112.257926673707,0.0413946478737643,77.6959086470963,19.468988656413,0.0434631506008633,11.4140382214497
"209",0.05,4,0,0.6,100,0.25,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"213",0.05,4,0,0.6,100,1,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"217",0.05,4,0,0.8,1,0.25,50,109.76500145167,0.0506271406385454,75.1950295435197,20.7302946339948,0.0454255529905562,11.8568608214969
"221",0.05,4,0,0.8,1,1,50,119.198678314083,0.0228762389347443,83.3449485237094,16.8490369550987,0.0267707132836816,11.6083877972385
"225",0.05,4,0,0.8,10,0.25,50,107.318418524618,0.0397729332521417,72.5222067317976,21.3747025626703,0.0566833089241685,10.7568699411957
"229",0.05,4,0,0.8,10,1,50,112.35156167391,0.0409544248482127,77.8722967004159,19.2519666392766,0.0576041214574645,11.2081114825778
"233",0.05,4,0,0.8,100,0.25,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"237",0.05,4,0,0.8,100,1,50,192.344278640949,NA,162.774205581606,24.2544384703475,NA,18.5076241160723
"241",0.05,4,1,0.6,1,0.25,50,110.034464577717,0.0470457427516918,75.1247837931413,21.6630496294366,0.0603518143777641,12.3109216913391
"245",0.05,4,1,0.6,1,1,50,115.606103835184,0.0244136627340581,80.656813513131,17.0942367875657,0.0295726821237924,11.1587916809533
"249",0.05,4,1,0.6,10,0.25,50,107.137610165154,0.0343373668793574,72.3996131943738,21.4895611082226,0.0331660982482745,10.8292137388259
