"","eta","max_depth","gamma","colsample_bytree","min_child_weight","subsample","nrounds","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD"
"1",0.05,2,0,0.6,1,0.25,50,107.428305662252,0.0668411213556588,78.2442139915071,20.9793459309276,0.0608151884203845,13.965181354278
"5",0.05,2,0,0.6,1,1,50,110.069715545623,0.0559932891228382,81.7796328983545,18.0826448395589,0.0494602756211975,11.9242399657539
"9",0.05,2,0,0.6,10,0.25,50,107.739870578583,0.0546543053077745,77.9116410450033,22.6246652808242,0.0684026450895918,13.4113208064155
"13",0.05,2,0,0.6,10,1,50,110.300688490845,0.0489048205412172,82.5028346599192,18.758803924502,0.0545892092984757,12.521101499174
"17",0.05,2,0,0.6,100,0.25,50,203.560749123448,NA,174.343391999865,21.0858295121143,NA,15.5773579393294
"21",0.05,2,0,0.6,100,1,50,203.560749123448,NA,174.343391999865,21.0858295121143,NA,15.5773579393294
"25",0.05,2,0,0.8,1,0.25,50,108.646515341711,0.0732423259327616,80.3712399223181,19.1090815176205,0.0666975335454722,12.0249021885802
"29",0.05,2,0,0.8,1,1,50,110.535305371023,0.0563436253492368,82.0199939897716,18.9663677437264,0.0434524834501512,12.7385988490717
"33",0.05,2,0,0.8,10,0.25,50,107.532076522422,0.0420720785389669,77.8714921418342,22.5075875963998,0.0598120633612137,13.7785024895662
"37",0.05,2,0,0.8,10,1,50,111.642042445264,0.0462709468152755,83.6643651083652,19.8070742416,0.0558124047496082,13.530901403113
"41",0.05,2,0,0.8,100,0.25,50,203.560749123448,NA,174.343391999865,21.0858295121143,NA,15.5773579393294
"45",0.05,2,0,0.8,100,1,50,203.560749123448,NA,174.343391999865,21.0858295121143,NA,15.5773579393294
"49",0.05,2,1,0.6,1,0.25,50,108.02326888616,0.0626981853577892,78.5366806674885,20.1767997330825,0.052489973755953,12.4759010230619
"53",0.05,2,1,0.6,1,1,50,109.622172746963,0.0556417040712204,80.8869263234752,18.3158855317253,0.0503370552351455,12.1003625129668
"57",0.05,2,1,0.6,10,0.25,50,107.372796556572,0.0411398156994239,77.8316648361847,22.5191778285633,0.0470341018555075,13.731007075569
"61",0.05,2,1,0.6,10,1,50,110.87180418891,0.0471319530386727,82.8127725529103,19.022980767603,0.0494716509494996,12.8182006240275
"65",0.05,2,1,0.6,100,0.25,50,203.560749123448,NA,174.343391999865,21.0858295121143,NA,15.5773579393294
"69",0.05,2,1,0.6,100,1,50,203.560749123448,NA,174.343391999865,21.0858295121143,NA,15.5773579393294
"73",0.05,2,1,0.8,1,0.25,50,107.0371759079,0.0807455532254324,79.1806142718441,20.2903226061476,0.0595896670911166,12.6742720119949
"77",0.05,2,1,0.8,1,1,50,111.1157610107,0.0516485105863118,82.2460250372864,18.6459351176986,0.0403393644283129,11.9717220199827
"81",0.05,2,1,0.8,10,0.25,50,107.08126616526,0.0593746329493368,77.50397269394,22.9309182724068,0.0627717381869649,14.0226228214396
"85",0.05,2,1,0.8,10,1,50,111.71354724604,0.0439746320087132,83.4182941157345,19.3633263463086,0.0537201610424902,13.239289666551
"89",0.05,2,1,0.8,100,0.25,50,203.560749123448,NA,174.343391999865,21.0858295121143,NA,15.5773579393294
"93",0.05,2,1,0.8,100,1,50,203.560749123448,NA,174.343391999865,21.0858295121143,NA,15.5773579393294
"97",0.05,2,10,0.6,1,0.25,50,107.067932720478,0.0740172433492275,78.5233570041883,21.2179737462549,0.0511085347773476,13.5779941524034
"101",0.05,2,10,0.6,1,1,50,110.195364674028,0.0528796552240748,81.9533198993111,18.0045859012847,0.0446820074897902,11.6401753775474
"105",0.05,2,10,0.6,10,0.25,50,107.290029371405,0.0623770290864741,77.9031734303796,22.6547437968315,0.0831232757524347,13.8751362685323
"109",0.05,2,10,0.6,10,1,50,110.647655118641,0.0460832006107885,82.5045474050229,19.4836165113824,0.0508534983646709,13.1154416000006
"113",0.05,2,10,0.6,100,0.25,50,203.560749123448,NA,174.343391999865,21.0858295121143,NA,15.5773579393294
"117",0.05,2,10,0.6,100,1,50,203.560749123448,NA,174.343391999865,21.0858295121143,NA,15.5773579393294
"121",0.05,2,10,0.8,1,0.25,50,107.022765040855,0.087482224385009,79.0533208056026,21.1181108731253,0.0579764063032887,12.784379805921
"125",0.05,2,10,0.8,1,1,50,110.917914257926,0.0544215039108687,82.37300826024,18.2945129377694,0.0484885935284107,12.1698927736097
"129",0.05,2,10,0.8,10,0.25,50,106.604104886295,0.0542630672799599,77.2978613850367,22.8670626491141,0.0616302359912916,13.8875528172955
"133",0.05,2,10,0.8,10,1,50,111.819380979735,0.0425464986796534,83.6068916555771,19.1624759021576,0.0491950088851846,13.322769233769
"137",0.05,2,10,0.8,100,0.25,50,203.560749123448,NA,174.343391999865,21.0858295121143,NA,15.5773579393294
"141",0.05,2,10,0.8,100,1,50,203.560749123448,NA,174.343391999865,21.0858295121143,NA,15.5773579393294
"145",0.05,2,100,0.6,1,0.25,50,106.764707380005,0.0728119424713782,78.0052781004355,20.933564039581,0.0510538533645877,13.5321723985078
"149",0.05,2,100,0.6,1,1,50,109.594153836938,0.0528674450386222,81.4936724356161,18.5087843737056,0.0463035857886006,12.4377063747296
"153",0.05,2,100,0.6,10,0.25,50,106.863207405129,0.0808037715543142,77.3240762831211,22.8479126180102,0.112430861914172,13.9801483928111
"157",0.05,2,100,0.6,10,1,50,110.890216806141,0.0415865373242928,82.9386512491968,19.1631270953273,0.0483928155316228,12.7994159730244
"161",0.05,2,100,0.6,100,0.25,50,203.560749123448,NA,174.343391999865,21.0858295121143,NA,15.5773579393294
"165",0.05,2,100,0.6,100,1,50,203.560749123448,NA,174.343391999865,21.0858295121143,NA,15.5773579393294
"169",0.05,2,100,0.8,1,0.25,50,109.140741284549,0.0718895289182113,80.2876790506222,19.9831870259903,0.0751615281931923,12.438763427931
"173",0.05,2,100,0.8,1,1,50,110.583284852157,0.0533156897643505,81.4710510468059,18.5771107689089,0.0427513732766504,12.3239845140884
"177",0.05,2,100,0.8,10,0.25,50,107.461194421624,0.0621779392787164,78.1565379151714,22.6112873876574,0.0704912575806237,13.6728817815833
"181",0.05,2,100,0.8,10,1,50,111.31019829726,0.045388763618027,83.1302361327057,19.4151986957661,0.0522034943595807,13.3056653372214
"185",0.05,2,100,0.8,100,0.25,50,203.560749123448,NA,174.343391999865,21.0858295121143,NA,15.5773579393294
"189",0.05,2,100,0.8,100,1,50,203.560749123448,NA,174.343391999865,21.0858295121143,NA,15.5773579393294
"769",0.1,2,0,0.6,1,0.25,50,111.146504482797,0.0724417090106003,85.5036130779808,14.9160968001388,0.0584046713106525,10.6222195647463
"773",0.1,2,0,0.6,1,1,50,111.082464803683,0.0694867965831363,84.8462548183677,14.6822907099461,0.0718348807401837,10.5087505603647
"777",0.1,2,0,0.6,10,0.25,50,106.204125385374,0.0643549240260908,80.3463246942718,20.7777018222004,0.0826416009200886,13.1025398864358
"781",0.1,2,0,0.6,10,1,50,113.654152689792,0.0429342027543812,87.4729350847994,17.0439858325728,0.0521215189732452,12.512382155494
"785",0.1,2,0,0.6,100,0.25,50,203.560749123448,NA,174.343391999865,21.0858295121143,NA,15.5773579393294
"789",0.1,2,0,0.6,100,1,50,203.560749123448,NA,174.343391999865,21.0858295121143,NA,15.5773579393294
"793",0.1,2,0,0.8,1,0.25,50,109.776367425794,0.0856775574832269,84.8161530431126,18.2688723423435,0.0752699706130248,12.6030194521097
"797",0.1,2,0,0.8,1,1,50,113.81038353812,0.066924755102249,86.6076678992638,15.0643330289501,0.0598800216679029,10.6998254345395
"801",0.1,2,0,0.8,10,0.25,50,106.365296839416,0.0557231082453227,80.260019338005,20.1624807575936,0.0558242600480957,13.2274488385063
"805",0.1,2,0,0.8,10,1,50,114.168333080721,0.0425647240893385,87.9033135702994,16.749250602956,0.0498382447271062,12.6308336019863
"809",0.1,2,0,0.8,100,0.25,50,203.560749123448,NA,174.343391999865,21.0858295121143,NA,15.5773579393294
"813",0.1,2,0,0.8,100,1,50,203.560749123448,NA,174.343391999865,21.0858295121143,NA,15.5773579393294
"817",0.1,2,1,0.6,1,0.25,50,110.879893008678,0.0684191854681248,85.8477950207102,16.8163479250912,0.0551369102081043,11.7532707706809
"821",0.1,2,1,0.6,1,1,50,111.034888326069,0.0671598586893331,85.0032915295236,15.7758926142997,0.0661098958264958,11.7246721144019
"825",0.1,2,1,0.6,10,0.25,50,106.764745973725,0.0363351402670085,80.2503636196609,20.7066440004015,0.0431724430680812,13.2544540383119
"829",0.1,2,1,0.6,10,1,50,112.557402902809,0.0522453591900177,86.4651966429738,16.8676273129367,0.0572477548137469,12.5098042157239
"833",0.1,2,1,0.6,100,0.25,50,203.560749123448,NA,174.343391999865,21.0858295121143,NA,15.5773579393294
"837",0.1,2,1,0.6,100,1,50,203.560749123448,NA,174.343391999865,21.0858295121143,NA,15.5773579393294
"841",0.1,2,1,0.8,1,0.25,50,113.374413047075,0.0729766757549726,87.459392358814,16.383508268125,0.0647035161387054,11.1314695491475
"845",0.1,2,1,0.8,1,1,50,112.376836179142,0.0665263755782334,86.1173193234831,15.0246192084566,0.0544549857275224,10.9746075578524
"849",0.1,2,1,0.8,10,0.25,50,105.769113900498,0.0697707242219598,79.6564746817244,21.1332740278008,0.0760035406863567,14.0243440170554
"853",0.1,2,1,0.8,10,1,50,114.654543336763,0.0439857322021047,88.2386254917957,15.9682772315458,0.0507218793539213,12.0117428351975
"857",0.1,2,1,0.8,100,0.25,50,203.560749123448,NA,174.343391999865,21.0858295121143,NA,15.5773579393294
"861",0.1,2,1,0.8,100,1,50,203.560749123448,NA,174.343391999865,21.0858295121143,NA,15.5773579393294
"865",0.1,2,10,0.6,1,0.25,50,108.675776543133,0.076851860465945,83.4162948964241,17.3587867005677,0.0655094603009774,11.8322583068782
"869",0.1,2,10,0.6,1,1,50,111.970665084178,0.0631847188383556,85.6362936706055,15.7206446349749,0.0575299681827545,11.9147096523415
"873",0.1,2,10,0.6,10,0.25,50,106.823712523419,0.0468462629088635,80.6250893927044,20.5062361990829,0.0544883239935578,13.2418299892153
"877",0.1,2,10,0.6,10,1,50,113.586147508638,0.0475421889069008,87.1540660777497,16.9632011956326,0.0580206854642973,12.5764933155176
"881",0.1,2,10,0.6,100,0.25,50,203.560749123448,NA,174.343391999865,21.0858295121143,NA,15.5773579393294
"885",0.1,2,10,0.6,100,1,50,203.560749123448,NA,174.343391999865,21.0858295121143,NA,15.5773579393294
