"","eta","max_depth","gamma","colsample_bytree","min_child_weight","subsample","nrounds","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD"
"889",0.1,2,10,0.8,1,0.25,50,114.602491723797,0.0384094854189043,85.7832694473268,20.5546155412798,0.0427467581068661,13.6766395331712
"893",0.1,2,10,0.8,1,1,50,121.742986850383,0.0295669985030199,90.656012302683,19.0591364591509,0.0302056302142367,13.0516621998657
"897",0.1,2,10,0.8,10,0.25,50,109.220667170694,0.0506071698311313,81.8506748207027,18.8280482578887,0.0936742712861418,10.2417060870495
"901",0.1,2,10,0.8,10,1,50,118.162617541179,0.0306203466833226,88.9361026576598,18.8909750195577,0.0316426317476581,13.109385246823
"905",0.1,2,10,0.8,100,0.25,50,193.88653792358,NA,162.269407172079,22.0029563613035,NA,14.6503368650363
"909",0.1,2,10,0.8,100,1,50,193.88653792358,NA,162.269407172079,22.0029563613035,NA,14.6503368650363
"913",0.1,2,100,0.6,1,0.25,50,115.946368107488,0.0273383007594605,87.1648399265852,18.3209442700037,0.0483379345255913,13.2677393412321
"917",0.1,2,100,0.6,1,1,50,120.893757134311,0.026332973338973,90.6954709477452,19.1731949780026,0.0268114844736775,13.4977866661096
"921",0.1,2,100,0.6,10,0.25,50,109.31167711724,0.0360993722591353,82.1220816963005,19.237851484894,0.0375888872590499,10.8654130398955
"925",0.1,2,100,0.6,10,1,50,117.852269412452,0.0276120147477626,88.6500534075534,19.3816896464655,0.0295257084284537,13.6585064052439
"929",0.1,2,100,0.6,100,0.25,50,193.88653792358,NA,162.269407172079,22.0029563613035,NA,14.6503368650363
"933",0.1,2,100,0.6,100,1,50,193.88653792358,NA,162.269407172079,22.0029563613035,NA,14.6503368650363
"937",0.1,2,100,0.8,1,0.25,50,117.962391008389,0.0423223321724699,88.7104014518347,19.9053610797617,0.0642495691793691,15.1910227311426
"941",0.1,2,100,0.8,1,1,50,121.233473591772,0.0262191171609447,90.7533371024407,19.6623298974662,0.0258123159833431,13.1258946631001
"945",0.1,2,100,0.8,10,0.25,50,109.307770092107,0.0292095449557148,81.0488053898188,19.3324864791151,0.0391633990665924,11.0958313376087
"949",0.1,2,100,0.8,10,1,50,118.26626238327,0.0304732556391565,88.7353539575422,19.259162373723,0.0280867062140832,13.4089063383856
"953",0.1,2,100,0.8,100,0.25,50,193.88653792358,NA,162.269407172079,22.0029563613035,NA,14.6503368650363
"957",0.1,2,100,0.8,100,1,50,193.88653792358,NA,162.269407172079,22.0029563613035,NA,14.6503368650363
"1537",0.3,2,0,0.6,1,0.25,50,130.353057677975,0.039034579485573,98.6394996977222,17.92236210895,0.0441799266259014,13.1009182844868
"1541",0.3,2,0,0.6,1,1,50,129.272363973039,0.023977512968336,95.4447876816808,20.467075759318,0.029066706627481,13.8088849358619
"1545",0.3,2,0,0.6,10,0.25,50,113.106326109064,0.0352289368807891,84.5701436810225,20.395461193312,0.0518675276297304,13.365049422658
"1549",0.3,2,0,0.6,10,1,50,127.193447936585,0.0295984088916952,96.5568239748984,17.7123101870749,0.0396546695895267,13.7738978934076
"1553",0.3,2,0,0.6,100,0.25,50,193.88653792358,NA,162.269407172079,22.0029563613035,NA,14.6503368650363
"1557",0.3,2,0,0.6,100,1,50,193.88653792358,NA,162.269407172079,22.0029563613035,NA,14.6503368650363
"1561",0.3,2,0,0.8,1,0.25,50,132.481133366199,0.032055086642319,100.773659178093,22.8241405460423,0.0434298648459245,17.8453844390886
"1565",0.3,2,0,0.8,1,1,50,131.478659678789,0.0297808055816774,97.8928535084893,19.3658475112297,0.0227592152226789,13.8141102051329
"1569",0.3,2,0,0.8,10,0.25,50,112.732115198903,0.0348044057861431,84.372684754582,17.4281174270692,0.0375212124934893,13.0625049294855
"1573",0.3,2,0,0.8,10,1,50,127.538137939104,0.0277924316736159,95.8641735296609,16.6622034677266,0.0351348409081537,12.467401857224
"1577",0.3,2,0,0.8,100,0.25,50,193.88653792358,NA,162.269407172079,22.0029563613035,NA,14.6503368650363
"1581",0.3,2,0,0.8,100,1,50,193.88653792358,NA,162.269407172079,22.0029563613035,NA,14.6503368650363
"1585",0.3,2,1,0.6,1,0.25,50,128.87157426703,0.0327473231881571,98.2085621988492,20.6448125124277,0.0400522563588454,16.2648310078194
"1589",0.3,2,1,0.6,1,1,50,127.826432794719,0.0235777739297205,95.2283622835919,18.2156089443194,0.0234914154085576,11.7951965815622
"1593",0.3,2,1,0.6,10,0.25,50,111.692109170745,0.0418527619611636,83.5129984924751,20.6709551099722,0.0449985327282707,13.0340139991891
"1597",0.3,2,1,0.6,10,1,50,126.641147116309,0.0281509577877365,95.4569854327538,16.856323876737,0.0375679845365273,12.6171866252726
"1601",0.3,2,1,0.6,100,0.25,50,193.88653792358,NA,162.269407172079,22.0029563613035,NA,14.6503368650363
"1605",0.3,2,1,0.6,100,1,50,193.88653792358,NA,162.269407172079,22.0029563613035,NA,14.6503368650363
"1609",0.3,2,1,0.8,1,0.25,50,126.7111260907,0.041719567812574,95.5320847584385,18.8625988202822,0.0449556748812481,13.874233771209
"1613",0.3,2,1,0.8,1,1,50,129.996056705537,0.0344388504987373,96.050116786724,20.0796995242703,0.0291134423833183,13.8215215825037
"1617",0.3,2,1,0.8,10,0.25,50,110.669855388917,0.0435896863747294,82.5118806052379,21.5010252504799,0.0548272679290501,13.8496986878188
"1621",0.3,2,1,0.8,10,1,50,125.975254630254,0.0308981607361366,94.1263285147958,16.384700244565,0.0375216035683214,12.755280971876
"1625",0.3,2,1,0.8,100,0.25,50,193.88653792358,NA,162.269407172079,22.0029563613035,NA,14.6503368650363
"1629",0.3,2,1,0.8,100,1,50,193.88653792358,NA,162.269407172079,22.0029563613035,NA,14.6503368650363
"1633",0.3,2,10,0.6,1,0.25,50,132.087920390003,0.0421640803116303,98.0659960009383,17.9121317066126,0.0435953166203034,11.9238973025986
"1637",0.3,2,10,0.6,1,1,50,127.200627066183,0.0222288544485211,94.387405736321,20.0364346777389,0.0206307097425156,13.5540135252358
"1641",0.3,2,10,0.6,10,0.25,50,111.578846418797,0.0519327883839346,83.126580130829,20.3653270990381,0.0577544463988009,13.7523505693547
"1645",0.3,2,10,0.6,10,1,50,126.896220573634,0.0282550565181982,96.0257117653174,18.2422105936954,0.0306800434593294,13.8454406192595
"1649",0.3,2,10,0.6,100,0.25,50,193.88653792358,NA,162.269407172079,22.0029563613035,NA,14.6503368650363
"1653",0.3,2,10,0.6,100,1,50,193.88653792358,NA,162.269407172079,22.0029563613035,NA,14.6503368650363
"1657",0.3,2,10,0.8,1,0.25,50,129.912011262951,0.0268596236189654,96.9693817125333,17.5368292670469,0.0298023920021011,9.9714566390058
"1661",0.3,2,10,0.8,1,1,50,130.910895172419,0.0391668357579653,95.3752397850359,20.7469282599489,0.0325964334353573,15.3698186917254
"1665",0.3,2,10,0.8,10,0.25,50,112.009242588317,0.0534404260026415,83.9413000113001,19.6478235816198,0.0743127870929041,12.4642216966668
"1669",0.3,2,10,0.8,10,1,50,126.768775551398,0.0244179256049461,95.0962082435264,17.5188828913229,0.0283028543787083,13.2526173513797
"1673",0.3,2,10,0.8,100,0.25,50,193.88653792358,NA,162.269407172079,22.0029563613035,NA,14.6503368650363
"1677",0.3,2,10,0.8,100,1,50,193.88653792358,NA,162.269407172079,22.0029563613035,NA,14.6503368650363
"1681",0.3,2,100,0.6,1,0.25,50,132.277122998576,0.0263050536302734,101.508629710187,18.0021247348762,0.0372983591555946,13.0131537712838
"1685",0.3,2,100,0.6,1,1,50,128.617954348697,0.0319708066591023,94.8653929628104,20.2120553574518,0.0260784797185637,14.7948635699975
"1689",0.3,2,100,0.6,10,0.25,50,112.170281481946,0.0554426678623108,83.0315043496941,20.5945651558725,0.0945540464815249,13.8125771045054
"1693",0.3,2,100,0.6,10,1,50,125.836365344332,0.0307589353233607,94.2637558922283,17.458113656593,0.0342139171576616,13.1792750538947
"1697",0.3,2,100,0.6,100,0.25,50,193.88653792358,NA,162.269407172079,22.0029563613035,NA,14.6503368650363
"1701",0.3,2,100,0.6,100,1,50,193.88653792358,NA,162.269407172079,22.0029563613035,NA,14.6503368650363
"1705",0.3,2,100,0.8,1,0.25,50,130.657096185244,0.0313253548865954,98.3909450724873,18.9338178390453,0.038041336643133,14.2675572394098
"1709",0.3,2,100,0.8,1,1,50,129.79542163855,0.0264054002419017,95.8347043660035,22.6776739953394,0.024112365293749,14.9761630518812
"1713",0.3,2,100,0.8,10,0.25,50,111.10447607715,0.0441896496074245,83.2257311822498,20.3425401832748,0.0428812341182267,13.5265323526854
"1717",0.3,2,100,0.8,10,1,50,127.060789715104,0.0232782441944928,95.5960334842043,17.745887628845,0.0294986516904363,14.0653144313353
"1721",0.3,2,100,0.8,100,0.25,50,193.88653792358,NA,162.269407172079,22.0029563613035,NA,14.6503368650363
"1725",0.3,2,100,0.8,100,1,50,193.88653792358,NA,162.269407172079,22.0029563613035,NA,14.6503368650363
"2305",0.4,2,0,0.6,1,0.25,50,133.486292562863,0.0337404994369696,100.594016633386,19.7432481728394,0.0547807985239651,15.5540022791467
"2309",0.4,2,0,0.6,1,1,50,128.948655704915,0.0272270552863458,95.1433533907287,20.9117676170161,0.0272411459893405,13.8402925423617
"2313",0.4,2,0,0.6,10,0.25,50,114.358108465279,0.0423132089428721,85.4691491563184,20.8823972640981,0.0554811679552304,14.5031509891293
"2317",0.4,2,0,0.6,10,1,50,129.539345058564,0.0333138266285535,97.4402304237685,17.9675897477661,0.0371894985495747,14.4197730200602
"2321",0.4,2,0,0.6,100,0.25,50,193.88653792358,NA,162.269407172079,22.0029563613035,NA,14.6503368650363
"2325",0.4,2,0,0.6,100,1,50,193.88653792358,NA,162.269407172079,22.0029563613035,NA,14.6503368650363
"2329",0.4,2,0,0.8,1,0.25,50,138.681230728618,0.0366516944376315,105.866197442786,21.0391528533423,0.0531632850091408,16.8389840046468
"2333",0.4,2,0,0.8,1,1,50,132.793929521977,0.0245413116922429,97.5768636860946,22.1383802732818,0.0222769650072824,14.9347771224969
"2337",0.4,2,0,0.8,10,0.25,50,113.590024675221,0.0536229943312249,85.2003103817331,21.3873847622018,0.0656223635430447,12.2979038042305
"2341",0.4,2,0,0.8,10,1,50,129.04299490424,0.025517409951028,96.7691114959598,16.2423607020323,0.0252428651528097,12.6005102156249
"2345",0.4,2,0,0.8,100,0.25,50,193.88653792358,NA,162.269407172079,22.0029563613035,NA,14.6503368650363
"2349",0.4,2,0,0.8,100,1,50,193.88653792358,NA,162.269407172079,22.0029563613035,NA,14.6503368650363
"2353",0.4,2,1,0.6,1,0.25,50,134.364769633842,0.0408420368515176,102.78524943708,19.9105842708257,0.0434663465471108,15.8465301835335
"2357",0.4,2,1,0.6,1,1,50,130.381334790654,0.0319196600064643,95.2011856424521,22.1145482740634,0.0287633997053189,16.6619838657742
"2361",0.4,2,1,0.6,10,0.25,50,114.159407826652,0.0349130798873974,85.0446609269821,17.2925756124929,0.0592416957596058,11.4237544982665
"2365",0.4,2,1,0.6,10,1,50,126.750883497844,0.0361627166480723,95.2452685088452,17.4702636665183,0.0518768522057387,14.0970345463837
"2369",0.4,2,1,0.6,100,0.25,50,193.88653792358,NA,162.269407172079,22.0029563613035,NA,14.6503368650363
"2373",0.4,2,1,0.6,100,1,50,193.88653792358,NA,162.269407172079,22.0029563613035,NA,14.6503368650363
"2377",0.4,2,1,0.8,1,0.25,50,133.607640634948,0.0288514038033932,101.035506341381,20.6624159448891,0.0325210384434834,15.0934409131267
"2381",0.4,2,1,0.8,1,1,50,130.918806992794,0.0280579189728319,96.3544153363132,20.8095905822064,0.0235257832996327,13.8990782677212
"2385",0.4,2,1,0.8,10,0.25,50,114.122572747466,0.0341105868634926,84.3606418215984,20.2763671710253,0.0356115272137641,13.5354547462452
"2389",0.4,2,1,0.8,10,1,50,128.462652994787,0.0214584495515103,96.6007082243473,17.3420812655208,0.0192083772299563,13.3956128788733
"2393",0.4,2,1,0.8,100,0.25,50,193.88653792358,NA,162.269407172079,22.0029563613035,NA,14.6503368650363
"2397",0.4,2,1,0.8,100,1,50,193.88653792358,NA,162.269407172079,22.0029563613035,NA,14.6503368650363
"2401",0.4,2,10,0.6,1,0.25,50,135.709203023835,0.0420703229625628,102.153168760228,20.590660472884,0.0483144490378548,13.8530962730926
"2405",0.4,2,10,0.6,1,1,50,130.64718302456,0.0294083805001046,98.3135038542078,20.6775360237088,0.0301834000960459,15.5713220741544
"2409",0.4,2,10,0.6,10,0.25,50,115.249868627808,0.0240396758984044,85.8495716265989,19.3788948226821,0.0344569489242962,12.9257611528145
"2413",0.4,2,10,0.6,10,1,50,128.061638355444,0.0223310353867909,96.766084674744,16.94361786064,0.0260974958044219,12.7015448906823
"2417",0.4,2,10,0.6,100,0.25,50,193.88653792358,NA,162.269407172079,22.0029563613035,NA,14.6503368650363
"2421",0.4,2,10,0.6,100,1,50,193.88653792358,NA,162.269407172079,22.0029563613035,NA,14.6503368650363
"2425",0.4,2,10,0.8,1,0.25,50,139.46214563475,0.0266086166851884,106.217970192826,21.005994257709,0.0320887451410945,15.6835436612986
"2429",0.4,2,10,0.8,1,1,50,131.354873589525,0.02825828353977,96.9165088940573,22.4430991223289,0.029258418663212,14.2678040440357
"2433",0.4,2,10,0.8,10,0.25,50,115.323999301111,0.0342011306699435,85.952707345779,20.5087413365597,0.0428812190659564,14.4690751396558
"2437",0.4,2,10,0.8,10,1,50,127.448025920575,0.0265384448724557,96.5398808409396,17.5752985201557,0.0356521065377526,12.9376640531055
"2441",0.4,2,10,0.8,100,0.25,50,193.88653792358,NA,162.269407172079,22.0029563613035,NA,14.6503368650363
"2445",0.4,2,10,0.8,100,1,50,193.88653792358,NA,162.269407172079,22.0029563613035,NA,14.6503368650363
"2449",0.4,2,100,0.6,1,0.25,50,135.479156236737,0.0333533347628153,101.532988786543,22.3366730968882,0.0457987510451453,15.4456867425515
"2453",0.4,2,100,0.6,1,1,50,128.267838213887,0.0398694722738227,95.0081249104017,20.9037880009155,0.0374236212279512,14.4187125983468
"2457",0.4,2,100,0.6,10,0.25,50,113.2178213787,0.0458905592895007,84.3378894671336,19.5751502924359,0.0541145735157098,13.7733807241005
"2461",0.4,2,100,0.6,10,1,50,129.694965527453,0.0236336177865223,97.2602437604461,16.4219937986019,0.0256384264541668,13.0506330217435
"2465",0.4,2,100,0.6,100,0.25,50,193.88653792358,NA,162.269407172079,22.0029563613035,NA,14.6503368650363
"2469",0.4,2,100,0.6,100,1,50,193.88653792358,NA,162.269407172079,22.0029563613035,NA,14.6503368650363
"2473",0.4,2,100,0.8,1,0.25,50,132.910101892661,0.0244848990813813,99.9808484744838,16.6357948968058,0.0400768555682691,13.5324533214011
"2477",0.4,2,100,0.8,1,1,50,133.235448036505,0.0356048565315566,97.5661908716229,23.0001839758375,0.0336449459316558,16.5910068488864
"2481",0.4,2,100,0.8,10,0.25,50,114.534852373344,0.0381924826774325,85.1633189718329,20.029725954137,0.0532966540324749,13.6182248296489
"2485",0.4,2,100,0.8,10,1,50,127.798140130795,0.0306896548223427,95.398571917478,18.9087139902042,0.0398407579925406,14.2412087466763
"2489",0.4,2,100,0.8,100,0.25,50,193.88653792358,NA,162.269407172079,22.0029563613035,NA,14.6503368650363
"2493",0.4,2,100,0.8,100,1,50,193.88653792358,NA,162.269407172079,22.0029563613035,NA,14.6503368650363
"193",0.05,4,0,0.6,1,0.25,50,110.416448086973,0.0504079289545503,79.6684717953369,22.0710094654034,0.065357941166954,13.1825220646179
"197",0.05,4,0,0.6,1,1,50,117.483712167725,0.0253917321199967,85.0675997983532,20.1678942117699,0.0241238169739754,13.4448908906996
"201",0.05,4,0,0.6,10,0.25,50,108.728991730768,0.03641381370628,77.5926774556131,21.3664767349911,0.0445155208850728,10.8560535170068
"205",0.05,4,0,0.6,10,1,50,114.581435684957,0.0244707385688929,83.6543769633323,20.7242532665334,0.0297560196335996,13.158506384328
"209",0.05,4,0,0.6,100,0.25,50,193.88653792358,NA,162.269407172079,22.0029563613035,NA,14.6503368650363
"213",0.05,4,0,0.6,100,1,50,193.88653792358,NA,162.269407172079,22.0029563613035,NA,14.6503368650363
"217",0.05,4,0,0.8,1,0.25,50,111.513241759105,0.0416356098703144,79.8966555482985,22.0788789403908,0.0562399616786919,13.2515534422017
"221",0.05,4,0,0.8,1,1,50,119.171730253326,0.0285221429253304,86.0708207991302,21.1382866776097,0.0342454898981566,14.2576945406465
"225",0.05,4,0,0.8,10,0.25,50,108.586374929951,0.0376279515233818,78.0273450661212,21.2679032554599,0.0469703089437307,11.4409851509612
"229",0.05,4,0,0.8,10,1,50,114.914224490452,0.0252614390299289,83.9353907876246,20.6950809915191,0.0314978977545017,13.00508806086
"233",0.05,4,0,0.8,100,0.25,50,193.88653792358,NA,162.269407172079,22.0029563613035,NA,14.6503368650363
"237",0.05,4,0,0.8,100,1,50,193.88653792358,NA,162.269407172079,22.0029563613035,NA,14.6503368650363
"241",0.05,4,1,0.6,1,0.25,50,112.0767040863,0.026055717731977,79.8718460596124,22.3368587272377,0.0290992187259993,13.5030518395673
"245",0.05,4,1,0.6,1,1,50,116.71331333482,0.0295680868156854,84.3758604743299,20.4334911235298,0.0339455386624293,13.2467103614435
