"observation","prediction"
185.36,219.223068237305
253.65,113.449485778809
95.45,218.791702270508
267.14,271.039489746094
257.05,256.339477539062
182.11,142.911224365234
358.49,225.082244873047
314.77,191.484130859375
138.97,138.170394897461
118.74,118.957672119141
621.83,617.818420410156
123.2,174.463989257812
44.31,102.838027954102
189.65,128.338394165039
190.67,190.366668701172
106.35,109.547576904297
151.73,204.124114990234
195.48,126.363319396973
85.36,87.88037109375
170.45,169.910064697266
377.58,374.733551025391
131.93,163.686737060547
138.85,274.769409179688
52.15,196.831115722656
137.97,256.601501464844
228.51,225.48664855957
77.2,176.902603149414
180.58,337.307556152344
214.55,135.013000488281
177.07,176.221160888672
95.73,97.0178527832031
477.38,476.294952392578
127.99,98.8778076171875
154.75,193.46516418457
32.1,186.843475341797
134.54,151.512680053711
36.69,39.643383026123
86.14,137.270950317383
171.74,151.385879516602
199.88,198.000946044922
101.82,102.189926147461
155.79,156.186309814453
383.74,381.096801757812
99.03,174.006210327148
182.92,125.511596679688
41.81,134.04216003418
104.24,167.646438598633
105.6,138.042541503906
124.1,190.787979125977
308.93,267.433227539062
101.43,102.961769104004
170.53,170.283447265625
401,397.753723144531
