"pondday","temp","ph","do","chl","pc","amm","B1","B2","B3","B4","B5","B6","B7","B8","B8A","B9","B11","B12","AOT","dark","dark_filtered","B2_norm","B3_norm","B4_norm","dark_norm","transmission","B2_dehazed","B3_dehazed","B4_dehazed","B2_normalised","B3_normalised","B4_normalised","B5_normalised","NDMI","NDWI_b","NDCI_b","NDTI_b","MNDWI_b","NDVI_b","mNDHI_b","NDWI_dehazed","NDCI_dehazed","NDTI_dehazed","MNDWI_dehazed","NDVI_dehazed","NDWI_normalised","NDCI_normalised","NDTI_normalised","cells_count","cells_prop","pond","day","dark_day"
"SRI1_4",29.7,8.17,4.2,101.82,6.74,0.14,730.607142857143,689.392857142857,844.714285714286,616.714285714286,971.5,760.892857142857,754.107142857143,659.214285714286,621.714285714286,761.821428571429,428.642857142857,272.357142857143,480,607.678571428571,564.107142857143,0.43858493138235,0.462061420645464,0.303522463615271,0.303522463615271,0.696477536384729,301.633390699872,414.374496578163,7.30843956781817e-14,914.071674811532,1211.23356139129,935.265826075653,1387.06453455168,0.279884738592296,0.156767611568141,0.224404786976557,-0.159337663616537,0.402590767542495,0.000517833818207605,-0.0594392762692316,-0.183492364308379,1,-1,0.100297483506136,1,0.322556861265639,0.195580718144971,-0.131954132333433,28,1,"SRI1",4,612.44705527941
"SRI1_5",30.6,8.23,7.7,101.43,7.05,0.15,621.259259259259,704.555555555556,848.962962962963,620.407407407407,991.814814814815,796.851851851852,815.481481481482,692.037037037037,652.259259259259,915.074074074074,434.777777777778,302.518518518519,552,611.851851851852,566.75,0.515214300223441,0.479233961593544,0.293683979837826,0.293683979837826,0.706316020162174,427.584894570978,464.162504913704,1.68424944772764e-14,1068.15578465063,1360.2995721246,1031.43376127582,1527.98461687693,0.283462271021395,0.128622732753128,0.231875574762566,-0.158927245095635,0.38664048853819,0.0296893064518778,-0.0673537216175315,-0.162592248527792,1,-1,0.124978207794885,1,0.346309163724961,0.195547495162552,-0.140924921293482,27,0.964285714285714,"SRI1",5,643.150123631226
"SRI2_1",28.5,8.14,3.1,118.74,4.97,0.08,311.153846153846,394.923076923077,561.423076923077,362.846153846154,641.038461538462,506.884615384615,535.461538461538,489.269230769231,444.5,794.038461538462,402.884615384615,272,456,346.461538461538,283.615384615385,0.290762870249759,0.327610198402011,0.175777901993665,0.175777901993665,0.824222098006335,188.043826463426,315.741141554997,0,940.741012203613,1349.89919914181,903.501379098989,1453.93164331699,0.116461943162803,0.210297796007498,0.281205578486937,-0.228240730446481,0.307756547975283,0.00883462327107239,-0.0575364875564112,-0.0441971535604269,1,-1,0.0640840510643602,1,0.551657689198618,0.237701284486103,-0.21166775707362,26,1,"SRI2",1,362.527132419342
"SRI2_2",28.6,8.19,0.8,170.45,8.01,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"SRI2",2,910.69109947644
"SRI2_3",29.7,8.19,7,95.73,6.84,0.15,379.230769230769,447.346153846154,595.153846153846,397.423076923077,765.423076923077,715.230769230769,749.076923076923,624.038461538462,561.5,731.230769230769,391.038461538462,258.653846153846,504,381.576923076923,331.461538461538,0.329024045261669,0.350122183002987,0.198841550244391,0.198841550244391,0.80115844975561,218.567009904608,319.852231101062,8.74514136320123e-15,1451.95116470676,2130.11398050768,1622.79737412445,2821.31617000766,0.339526273781485,0.0612514119071287,0.323190530986707,-0.211598950804134,0.369743127506428,0.1508164680589,-0.0732199049967011,-0.220568787626646,1,-1,0.122735321236867,1,0.587617196360497,0.276666763014294,-0.148131276487353,26,1,"SRI2",3,410.59754601227
"SRI2_4",29.4,8.27,6.3,155.79,6.97,0.13,727.346153846154,678.192307692308,824.884615384615,602.115384615385,941.923076923077,852,868.692307692308,762.038461538462,728.692307692308,902.884615384615,507.423076923077,326.038461538462,480,590.538461538462,533.076923076923,0.431459252371731,0.451214527443331,0.296337459910546,0.296337459910546,0.703662540089454,298.242611391102,401.189995438232,8.74514136320123e-15,899.220773922445,1182.79984999228,913.126151979655,1344.835917937,0.257029294812776,0.0933919558521263,0.22084227506135,-0.160818684350182,0.329219322198042,0.0663760393484401,-0.0650571433697087,-0.24454835512804,1,-1,0.013088523769565,1,0.262438005453412,0.191972681047744,-0.133454985404002,26,1,"SRI2",4,612.44705527941
"SRI2_5",29.8,8.2,2.2,170.53,8.28,0.24,606.769230769231,669.192307692308,796.153846153846,582.115384615385,943.115384615385,912.5,948.192307692308,811.038461538462,770.692307692308,1076.30769230769,512.923076923077,345.884615384615,552,570.038461538462,517.125,0.489354521164393,0.449423565426952,0.275557578516158,0.275557578516158,0.724442421483842,401.956521032198,423.820883606888,1.74902827264025e-14,1014.54261323879,1275.68313756425,967.772875503549,1452.95853430193,0.290067433725278,0.0425656304003557,0.238940017582301,-0.160853550432162,0.316538337776918,0.118200637586045,-0.0759688370753475,-0.252069303431037,1,-1,0.0412702539466522,1,0.265529889747767,0.202732555643878,-0.142874939029793,26,1,"SRI2",5,643.150123631226
"SRK1_1",27.9,8.85,7.65,621.83,16.36,0.07,276.041666666667,347.458333333333,652.5,317.25,712.916666666667,846.75,884.416666666667,789.708333333333,672.833333333333,974.583333333333,498.291666666667,339.083333333333,456,289.166666666667,217.125,0.255816862056597,0.380756800430918,0.153689211850196,0.153651451560639,0.846348548439361,160.588064379966,454.703456294697,0.128914543524426,827.675877401938,1568.88675162299,789.965139442231,1616.95773796023,0.317120924478037,0.0263353454223064,0.405515766870076,-0.376697502088885,0.309282467383958,0.358501091532739,-0.0825390906547407,-0.128553569020295,0.99979309017009,-0.998725674153133,0.166297531808274,0.999874602477592,0.407977677332381,0.36599635042003,-0.361943933897204,24,1,"SRK1",1,362.527132419342
"SRK1_2",28.7,8.66,2.04,377.58,19.03,0.07,1354.88888888889,1205.61111111111,1338.55555555556,934.944444444444,1314.88888888889,1433.22222222222,1449.88888888889,1234.83333333333,1155.77777777778,1392.33333333333,528.5,323.888888888889,436.555555555556,934.944444444444,NA,0.522814879059458,0.644776279169343,0.56974067303135,0.522814879059458,0.477185120940542,-2.52637417159147e-14,530.788141079428,162.932416154884,1094.21955991206,1280.9144072302,906.393062961168,1190.16010942151,0.436428010134714,0.053859203366384,0.168853666923801,-0.178171980759133,0.469305635190566,0.124558759195269,-0.127059440295071,-0.384424047373052,0.788308008607219,-0.551845708583887,0.0667554869599176,0.777108770299692,0.0321100462057562,0.135327808981231,-0.171872392916333,18,0.75,"SRK1",2,910.69109947644
"SRK1_3",28.6,8.96,3.86,477.38,22.65,0.08,379,453.916666666667,733.875,397.833333333333,789.541666666667,991.25,1047.54166666667,892.25,774.708333333333,789.583333333333,487.666666666667,322.833333333333,504,372.791666666667,299.875,0.333856671381424,0.431730247081184,0.199046812659559,0.198526169315762,0.801473830684238,224.72272386926,488.164689037919,1.86255274261606,1473.2770745429,2626.61059413028,1624.47257383966,2910.21624278167,0.453122258443435,-0.0258650679564319,0.342085367287393,-0.317643138278131,0.395585572868467,0.344639080564999,-0.0902607854348782,-0.207986612187667,0.997329101524093,-0.98332766793194,0.246489541432773,0.998232621697564,0.525680829962162,0.296227096951883,-0.258169946452546,24,1,"SRK1",3,410.59754601227
"SRK1_4",29.1,8.69,9.18,383.74,18.03,0.09,750.5,692.166666666667,928.75,605.083333333333,966.583333333333,1151.875,1196.66666666667,1053.75,958.458333333333,953.208333333333,599.458333333333,378.708333333333,480,588.041666666667,497.95,0.4403496016238,0.50802922559975,0.297798167287726,0.297631014365857,0.702368985634144,312.001961256531,540.367252785151,0.712887892661807,917.749491735172,1331.7321479782,917.627135780002,1380.04473634114,0.364842029862369,-0.0147066480473161,0.233482265515072,-0.220816015026848,0.331666444421518,0.234874873851681,-0.0777031233773652,-0.262510088677177,0.9990508175561,-0.99333821489384,0.106427273630712,0.999336882185908,0.15843468264687,0.204786961209532,-0.194175044890838,24,1,"SRK1",4,612.44705527941
"SRK1_5",29.6,8.6,4.66,401,17.01,0.3,736.411764705882,802.294117647059,1021.52941176471,642.941176470588,1038.17647058824,1178.94117647059,1216.11764705882,1000.70588235294,851.588235294118,1080.64705882353,384.352941176471,255.117647058824,552,642.235294117647,NA,0.586686740509732,0.576646577343893,0.304350852767142,0.304350852767142,0.695649147232858,558.024157278938,694.790286246017,5.3499688339584e-14,1216.3343202654,1636.80405666513,1068.89638648477,1599.40913663262,0.480690258428991,0.0196906072268107,0.236796123682697,-0.230447674826323,0.490153151503255,0.211868398820547,-0.112340466210577,-0.169493511405319,1,-1,0.336551574202389,1,0.248877895416228,0.200555093921305,-0.212935046723586,17,0.708333333333333,"SRK1",5,643.150123631226
"SRV1_1",28.6,8.31,3.75,213.31,6.27,0.06,321.166666666667,396,624.375,383.625,744.583333333333,616.541666666667,649.5,590.333333333333,532.5,908.875,407.083333333333,284.166666666667,456,369.166666666667,315.166666666667,0.2915557569236,0.364344869377862,0.185844046953605,0.185844046953605,0.814155953046395,175.89065742318,375.317683300302,0,943.306336350643,1501.26232267372,955.241533864542,1688.78052468436,0.219059082745285,0.0971272688944041,0.324352403342796,-0.246702301187239,0.294280082087798,0.148692378193547,-0.0233977309444925,-0.139144318298086,1,-1,0.0704004626225037,1,0.475738955191852,0.282009617293943,-0.230263929308729,24,1,"SRV1",1,362.527132419342
"SRV1_2",28.7,8.09,4.57,98.44,4.68,0.08,1226.04347826087,1098.08695652174,1183.13043478261,909.652173913043,1239.78260869565,1144.60869565217,1156.69565217391,1024.4347826087,1006.47826086957,1318.69565217391,584.95652173913,369.869565217391,432,909.652173913043,852.2,0.476186884874995,0.56990868727486,0.554327954852555,0.476186884874995,0.523813115125005,5.93148718547562e-14,372.309429522968,248.151609209129,996.63002044086,1132.18223424173,881.873169086809,1122.17832068759,0.297445498777698,0.0813164708544124,0.154162751413391,-0.131838371665456,0.363615592272205,0.0504017572723419,-0.0948101053113892,-0.458040767964759,0.67666683082583,-0.226750438200657,-0.180188482394974,0.620207306418772,0.0595751801167883,0.120493549260224,-0.125447417802301,23,0.958333333333333,"SRV1",2,910.69109947644
