"observation","prediction"
61.55,193.976760864258
185.36,193.976760864258
276.81,193.976760864258
253.65,193.976760864258
95.45,193.976760864258
267.14,193.976760864258
257.05,193.976760864258
182.11,193.976760864258
358.49,193.976760864258
314.77,193.976760864258
138.97,193.976760864258
213.31,193.976760864258
56.81,193.976760864258
131.93,193.976760864258
111.26,193.976760864258
138.85,193.976760864258
52.15,193.976760864258
137.97,193.976760864258
228.51,193.976760864258
77.2,193.976760864258
180.58,193.976760864258
214.55,193.976760864258
177.07,193.976760864258
185.66,193.976760864258
66.67,193.976760864258
127.99,193.976760864258
132.52,193.976760864258
154.75,193.976760864258
32.1,193.976760864258
134.54,193.976760864258
36.69,193.976760864258
86.14,193.976760864258
171.74,193.976760864258
199.88,193.976760864258
101.82,193.976760864258
139.9,193.976760864258
75.52,193.976760864258
114.96,193.976760864258
182.92,193.976760864258
41.81,193.976760864258
105.6,193.976760864258
124.1,193.976760864258
308.93,193.976760864258
101.43,193.976760864258
132.31,193.976760864258
