"observation","prediction"
185.36,181.851327652886
253.65,153.460816158442
95.45,153.544617063855
267.14,152.826044932732
257.05,244.930790753656
182.11,153.505544825599
358.49,153.505544841653
314.77,153.505544770566
138.97,151.045819685586
118.74,130.802091869415
621.83,290.597263384651
123.2,153.244665269923
44.31,153.50051056569
189.65,153.505665822486
190.67,178.62927953895
106.35,153.506188264907
151.73,152.075808437561
195.48,149.436216978738
85.36,97.4374779539136
170.45,158.337973755061
377.58,269.565845811882
131.93,153.50493379399
138.85,153.397504571202
52.15,153.505572667202
137.97,155.231555207482
228.51,216.419620131668
77.2,153.505544825588
180.58,153.501057825512
214.55,153.505544955684
177.07,165.012104093562
95.73,107.858511035463
477.38,271.545550664871
127.99,153.357337012477
154.75,127.974716552217
32.1,153.503506474067
134.54,153.60945992925
36.69,48.7986147315623
86.14,153.5055435034
171.74,151.564434952102
199.88,153.505368318989
101.82,113.882079397771
155.79,153.506658151989
383.74,274.373155745703
99.03,143.5759422263
182.92,153.35531894654
41.81,153.505273344905
104.24,153.505543819088
105.6,153.505536613883
124.1,149.022483095821
308.93,153.505104274776
101.43,113.56027969551
170.53,158.436122917066
401,272.094241532766
